,category,subcategory,githuburl,featured,links,description,_repopath,_reponame,_stars,_forks,_watches,_topics,_language,_homepage,_description,_organization,_updated_at,_last_commit_date,_created_at,_age_weeks,_stars_per_week
482,augur,monorepo,https://github.com/AugurProject/augur.js,,,,AugurProject/augur.js,augur.js,129,36,38,"['ethereum', 'javascript', 'api', 'dapp']",JavaScript,,Augur JavaScript API,AugurProject,2021-09-12,2020-01-22,2015-04-15,336,0.38295165394402036
139,ethereum,blockchain,https://github.com/ethereum/beacon-APIs,1.0,,,ethereum/beacon-APIs,beacon-APIs,128,68,29,"['eth2', 'api', 'rest', 'openapi3', 'swagger', 'specification']",HTML,https://ethereum.github.io/beacon-APIs/,Collection of RESTful APIs provided by Ethereum Beacon nodes,ethereum,2021-09-25,2021-09-21,2019-08-15,110,1.1561290322580646
347,neo,,https://github.com/neo-project/proposals,,,,neo-project/proposals,proposals,128,114,38,['neo'],,,NEO Enhancement Proposals,neo-project,2021-08-17,2021-07-30,2017-08-02,216,0.5902503293807642
327,tron,,https://github.com/tronprotocol/tronweb,,,,tronprotocol/tronweb,tronweb,127,108,21,[],JavaScript,,Javascript API Library for interacting with the TRON Network ,tronprotocol,2021-09-28,2021-08-09,2019-05-07,125,1.016
282,eoc,blockchain,https://github.com/EOSIO/eosio-web-ide,,,,EOSIO/eosio-web-ide,eosio-web-ide,124,986,38,[],TypeScript,,eosio-web-ide,EOSIO,2021-09-19,2020-06-19,2019-09-02,108,1.1466314398943196
468,0xproject,?,https://github.com/0xProject/erc721-website,,,? eth ?,0xProject/erc721-website,erc721-website,122,63,16,[],CSS,http://erc721.org,,0xProject,2021-09-15,2018-10-26,2018-02-17,188,0.6474601971190296
230,cardano,blockchain,https://github.com/input-output-hk/adrestia,,,,input-output-hk/adrestia,adrestia,121,31,41,"['cardano', 'api', 'library', 'client', 'integration', 'wallet', 'explorer']",HTML,https://input-output-hk.github.io/adrestia/,APIs & SDK for interacting with Cardano. ,input-output-hk,2021-09-26,2021-06-11,2020-02-21,83,1.4478632478632478
380,iota,client,https://github.com/iotaledger/documentation,,,?,iotaledger/documentation,documentation,121,47,16,['documentation'],JavaScript,https://docs.iota.org/,This is where we host content for the documentation portal ,iotaledger,2021-09-27,2021-04-21,2018-12-13,145,0.8303921568627451
198,cardano,blockchain,https://github.com/input-output-hk/marlowe,,,,input-output-hk/marlowe,marlowe,121,36,26,[],JavaScript,,Prototype implementation of domain-specific language for the design of smart-contracts over cryptocurrencies,input-output-hk,2021-09-26,2021-08-16,2017-08-24,213,0.5661764705882353
11,ripple,blockchain,https://github.com/ripple/ripple-client-desktop,,,,ripple/ripple-client-desktop,ripple-client-desktop,120,182,55,[],JavaScript,,A desktop client for the Ripple payment network built using web technologies,ripple,2021-09-16,2015-12-01,2014-10-24,361,0.3318846305807981
508,dfinity,,https://github.com/dfinity/linkedup,,,,dfinity/linkedup,linkedup,119,32,39,[],JavaScript,https://sdk.dfinity.org,An open professional network.,dfinity,2021-09-25,2021-05-18,2019-11-28,95,1.2432835820895523
455,zcash,blockchain,https://github.com/zcash/halo2,,,,zcash/halo2,halo2,118,40,21,[],Rust,,,zcash,2021-09-28,2021-09-28,2020-08-24,57,2.065
402,iota,client,https://github.com/iotaledger/wallet.rs,,,?,iotaledger/wallet.rs,wallet.rs,118,29,16,[],Rust,,Build wallets and other applications involving IOTA value transfer.,iotaledger,2021-09-22,2021-09-22,2020-06-24,65,1.79175704989154
510,dfinity,,https://github.com/dfinity/docs,,,,dfinity/docs,docs,118,71,35,[],Modelica,https://sdk.dfinity.org,Documentation for writing code for the Internet Computer,dfinity,2021-09-28,2021-09-28,2020-02-07,85,1.3789649415692822
3,bitcoin,blockchain,https://github.com/bitcoin/libblkmaker,,,,bitcoin/libblkmaker,libblkmaker,115,158,40,[],C,,MIT-licensed C implementation of getblocktemplate,bitcoin,2021-09-19,2018-02-19,2015-03-10,342,0.3362573099415205
271,eoc,blockchain,https://github.com/EOSIO/eosio-java,,,,EOSIO/eosio-java,eosio-java,115,44,18,[],Java,https://eosio.github.io/eosio-java/,EOSIO SDK for Java - API for integrating with EOSIO-based blockchains,EOSIO,2021-08-18,2020-11-23,2019-02-28,134,0.8536585365853658
212,cardano,blockchain,https://github.com/input-output-hk/cardano-ledger-specs,,,,input-output-hk/cardano-ledger-specs,cardano-ledger-specs,114,62,51,"['cryptocurrency', 'blockchain', 'cardano', 'ada']",Haskell,,A formal specification and executable model of the ledger rules introduced by the Shelley release,input-output-hk,2021-09-26,2021-09-24,2018-09-24,157,0.7254545454545455
272,eoc,blockchain,https://github.com/EOSIO/universal-authenticator-library,,,,EOSIO/universal-authenticator-library,universal-authenticator-library,114,28,46,[],TypeScript,,A library for allowing apps to easily use different auth providers.,EOSIO,2021-07-21,2020-06-26,2019-03-11,133,0.8562231759656652
37,ethereum,blockchain,https://github.com/ethereum/economic-modeling,1.0,,,ethereum/economic-modeling,economic-modeling,114,49,31,[],Python,,,ethereum,2021-08-31,2016-08-08,2014-02-15,397,0.286843997124371
190,cardano,blockchain,https://github.com/input-output-hk/iohk-ops,,,,input-output-hk/iohk-ops,iohk-ops,114,43,46,"['nix', 'nixops', 'nixos', 'ami']",Nix,,NixOps deployment configuration for IOHK devops,input-output-hk,2021-09-13,2020-02-19,2016-10-27,256,0.44407345575959933
233,cardano,blockchain,https://github.com/input-output-hk/cardano-tutorials,,,,input-output-hk/cardano-tutorials,cardano-tutorials,113,115,40,[],Makefile,https://docs.cardano.org/projects/cardano-node/,ARCHIVED-This content in this repository is now located at https://docs.cardano.org/projects/cardano-node/,input-output-hk,2021-09-10,2020-07-14,2020-03-18,79,1.4150268336314848
316,tron,,https://github.com/tronprotocol/wiki,,,,tronprotocol/wiki,wiki,113,62,36,[],,,,tronprotocol,2020-09-11,2018-12-11,2017-12-26,196,0.576530612244898
17,solana,blockchain,https://github.com/solana-labs/break,,,,solana-labs/break,break,112,44,19,[],TypeScript,https://break.solana.com,Break Solana Game,solana-labs,2021-09-28,2021-09-28,2019-12-09,94,1.189681335356601
378,iota,client,https://github.com/iotaledger/entangled,,,?,iotaledger/entangled,entangled,112,67,33,"['entangled', 'iota', 'bazel', 'monorepo']",C,,enTangle'd is an amalgamation of all things Tangle,iotaledger,2021-06-07,2020-02-03,2018-06-12,172,0.6511627906976745
174,algorand,blockchain,https://github.com/algorand/py-algorand-sdk,,,,algorand/py-algorand-sdk,py-algorand-sdk,111,52,7,[],Python,,Algorand Python SDK,algorand,2021-09-26,2021-09-22,2019-06-12,119,0.9261025029797377
467,0xproject,?,https://github.com/0xProject/0x-protocol-specification,,,? eth ?,0xProject/0x-protocol-specification,0x-protocol-specification,109,71,15,[],,,Specification for 0x protocol,0xProject,2021-09-16,2020-10-19,2018-01-22,192,0.5672862453531599
440,cosmos,sdk,https://github.com/cosmos/cosmjs,,,,cosmos/cosmjs,cosmjs,109,59,9,[],TypeScript,https://cosmos.github.io/cosmjs/,The Swiss Army knife to power JavaScript based client solutions ranging from Web apps/explorers over browser extensions to server-side clients like faucets/scrapers.,cosmos,2021-09-28,2021-08-24,2020-01-22,87,1.240650406504065
161,chainlink,blockchain,https://github.com/smartcontractkit/chainlink-polkadot,,,,smartcontractkit/chainlink-polkadot,chainlink-polkadot,108,50,51,[],Go,,,smartcontractkit,2021-09-26,2021-09-21,2019-12-13,93,1.1541984732824428
163,chainlink,blockchain,https://github.com/smartcontractkit/external-adapters-js,,,,smartcontractkit/external-adapters-js,external-adapters-js,108,78,52,[],TypeScript,,Monorepo containing JavaScript implementation of external adapters,smartcontractkit,2021-09-27,2021-09-27,2020-04-23,74,1.445506692160612
434,cosmos,sdk,https://github.com/cosmos/awesome,,,,cosmos/awesome,awesome,108,41,23,[],,,Collection of Cosmos related resources,cosmos,2021-09-13,2021-08-20,2019-04-04,129,0.8325991189427313
441,cosmos,sdk,https://github.com/cosmos/relayer,,,,cosmos/relayer,relayer,107,181,25,[],Go,,An IBC relayer for ibc-go,cosmos,2021-09-28,2021-07-15,2020-02-29,82,1.2980935875216637
280,eoc,blockchain,https://github.com/EOSIO/eosio-explorer,,,,EOSIO/eosio-explorer,eosio-explorer,106,41,25,[],JavaScript,,An application providing Web GUI to communicate with EOSIO blockchain in a local development environment.,EOSIO,2021-07-03,2020-05-05,2019-05-02,125,0.8431818181818181
223,cardano,blockchain,https://github.com/input-output-hk/symphony-2,,,,input-output-hk/symphony-2,symphony-2,105,13,5,[],JavaScript,https://symphony.iohk.io,Immersive 3D Blockchain Explorer,input-output-hk,2021-08-16,2020-07-02,2019-07-02,117,0.8974358974358975
231,cardano,blockchain,https://github.com/input-output-hk/cardano-db-sync,,,,input-output-hk/cardano-db-sync,cardano-db-sync,105,65,49,[],Haskell,,A component that follows the Cardano chain and stores blocks and transactions in PostgreSQL,input-output-hk,2021-09-28,2021-09-28,2020-02-26,82,1.2672413793103448
171,algorand,blockchain,https://github.com/algorand/go-algorand-sdk,,,,algorand/go-algorand-sdk,go-algorand-sdk,104,53,18,[],Go,https://developer.algorand.org/docs/go-sdk,Algorand Golang SDK,algorand,2021-09-28,2021-09-23,2019-02-04,138,0.7528438469493278
162,chainlink,blockchain,https://github.com/smartcontractkit/truffle-starter-kit,,,,smartcontractkit/truffle-starter-kit,truffle-starter-kit,104,53,60,"['chainlink', 'ethereum', 'truffle', 'javascript']",JavaScript,,An example smart contract utilizing Chainlink,smartcontractkit,2021-09-27,2021-06-23,2020-02-27,82,1.2573402417962003
111,ethereum,blockchain,https://github.com/ethereum/py_ecc,1.0,,,ethereum/py_ecc,py_ecc,101,66,23,"['ethereum', 'ecc', 'secpk256k1', 'altbn128']",Python,,Python implementation of ECC pairing and bn_128 and bls12_381 curve operations,ethereum,2021-09-21,2021-04-07,2017-07-15,219,0.4602864583333333
165,chainlink,blockchain,https://github.com/smartcontractkit/hardhat-starter-kit,,,,smartcontractkit/hardhat-starter-kit,hardhat-starter-kit,101,50,9,"['chainlink', 'hardhat', 'javascript']",JavaScript,,"A repo for boilerplate code for testing, deploying, and shipping chainlink solidity code. ",smartcontractkit,2021-09-27,2021-09-27,2021-03-23,27,3.740740740740741
449,zcash,blockchain,https://github.com/zcash/libsnark,,,,zcash/libsnark,libsnark,100,37,22,[],C++,,libsnark: a C++ library for zkSNARK proofs,zcash,2021-09-26,2017-02-09,2016-07-15,271,0.3682272488164124
77,ethereum,blockchain,https://github.com/ethereum/eth-abi,1.0,,,ethereum/eth-abi,eth-abi,100,54,9,[],Python,,Ethereum ABI utilities for python,ethereum,2021-09-26,2020-02-27,2016-02-19,292,0.341796875
197,cardano,blockchain,https://github.com/input-output-hk/stack2nix,,,,input-output-hk/stack2nix,stack2nix,99,32,67,"['nix', 'stack', 'haskell', 'stackage']",Nix,,Generate nix expressions for Haskell projects,input-output-hk,2021-07-12,2021-03-28,2017-06-02,225,0.4388853704876504
118,ethereum,blockchain,https://github.com/ethereum/eth-account,1.0,,,ethereum/eth-account,eth-account,99,73,13,[],Python,http://eth-account.readthedocs.io/,Account abstraction library for web3.py,ethereum,2021-09-27,2021-09-22,2018-01-24,191,0.5160089352196575
284,stella,,https://github.com/stellar/stellar-wallet,,,,stellar/stellar-wallet,stellar-wallet,98,55,42,[],JavaScript,,Holds encrypted data. Used by stellar-client to store the user's key in a secure way. ,stellar,2021-08-09,2017-05-20,2014-06-30,378,0.2591613146958821
142,ethereum,blockchain,https://github.com/ethereum/js-ethereum-cryptography,1.0,,,ethereum/js-ethereum-cryptography,js-ethereum-cryptography,97,14,11,"['ethereum', 'cryptography', 'typescript', 'keccak', 'scrypt', 'prng', 'sha256', 'ripemd160', 'blake2b', 'aes', 'secp256k1', 'bip32']",TypeScript,,"Every cryptographic primitive needed to work on Ethereum, for the browser and Node.js",ethereum,2021-09-14,2020-06-08,2019-09-25,104,0.9250681198910081
314,monero,,https://github.com/monero-project/kastelo,,,,monero-project/kastelo,kastelo,96,25,21,[],G-code,,The Sekura Monero Hardware Wallet,monero-project,2021-09-26,2020-01-28,2017-10-18,205,0.46634281748785567
318,tron,,https://github.com/tronprotocol/protocol,,,,tronprotocol/protocol,protocol,96,81,25,[],Shell,,,tronprotocol,2021-09-13,2021-08-03,2018-02-03,190,0.5041260315078769
472,0xproject,?,https://github.com/0xProject/0x-launch-kit-frontend,,,? eth ?,0xProject/0x-launch-kit-frontend,0x-launch-kit-frontend,95,177,16,[],TypeScript,,,0xProject,2021-09-22,2020-08-13,2019-01-28,139,0.6827515400410678
52,ethereum,blockchain,https://github.com/ethereum/dapp-styles,1.0,,,ethereum/dapp-styles,dapp-styles,94,48,17,[],HTML,,,ethereum,2021-04-20,2017-08-21,2015-02-02,347,0.2707818930041152
484,augur,monorepo,https://github.com/AugurProject/augur-node,,,,AugurProject/augur-node,augur-node,94,41,35,[],TypeScript,http://stats.augur.net,Blockchain --> Database (augur-node) --> Client (UI),AugurProject,2021-09-25,2020-04-04,2016-05-27,278,0.3374358974358974
164,chainlink,blockchain,https://github.com/smartcontractkit/chainlink-mix,,,,smartcontractkit/chainlink-mix,chainlink-mix,93,38,9,"['chainlink', 'eth-brownie', 'brownie', 'python', 'ethereum', 'infura', 'smart-contracts']",Solidity,https://chain.link/,"Working with smart contracts with eth-brownie, python, and Chainlink. ",smartcontractkit,2021-09-27,2021-09-04,2020-12-14,41,2.2604166666666665
114,ethereum,blockchain,https://github.com/ethereum/eth-keys,1.0,,,ethereum/eth-keys,eth-keys,93,49,13,[],Python,,A common API for Ethereum key operations.,ethereum,2021-09-21,2020-09-02,2017-09-19,210,0.44285714285714284
186,cardano,blockchain,https://github.com/input-output-hk/iodb,,,,input-output-hk/iodb,iodb,93,14,14,[],Scala,,"Multiversioned key-value database, especially useful for blockchain",input-output-hk,2021-09-27,2017-12-06,2016-06-06,277,0.3355670103092783
90,ethereum,blockchain,https://github.com/ethereum/swarm-dapps,1.0,,,ethereum/swarm-dapps,swarm-dapps,93,44,19,[],JavaScript,,Swarm Đapp Examples,ethereum,2021-06-15,2019-02-25,2016-09-01,264,0.3513221802482461
465,0xproject,?,https://github.com/0xProject/wiki,,,? eth ?,0xProject/wiki,wiki,93,159,12,[],,,0x Protocol Wiki,0xProject,2020-11-10,2019-08-26,2017-09-05,212,0.4386792452830189
176,algorand,blockchain,https://github.com/algorand/pyteal,,,,algorand/pyteal,pyteal,92,39,14,"['smart-contracts', 'blockchain', 'algorand', 'cryptocurrency', 'python-language-binding', 'python']",Python,https://pyteal.readthedocs.io,Algorand Smart Contracts in Python,algorand,2021-09-27,2021-09-27,2019-10-02,103,0.8858321870701513
238,cardano,blockchain,https://github.com/input-output-hk/plutus-starter,,,,input-output-hk/plutus-starter,plutus-starter,91,46,25,"['template', 'plutus', 'cardano']",Nix,,A starter project for Plutus apps,input-output-hk,2021-09-27,2021-09-13,2021-01-26,35,2.6
97,ethereum,blockchain,https://github.com/ethereum/remix-live,1.0,,,ethereum/remix-live,remix-live,91,72,22,[],JavaScript,,Live deployment of the remix IDE,ethereum,2021-09-16,2021-09-15,2017-01-18,244,0.3716452742123687
313,monero,,https://github.com/monero-project/meta,,,,monero-project/meta,meta,90,50,53,[],Python,,A Meta Repository for General Monero Project Matters,monero-project,2021-09-21,2021-08-08,2016-10-15,258,0.3482587064676617
244,cardano,blockchain,https://github.com/input-output-hk/cardano-documentation,,,,input-output-hk/cardano-documentation,cardano-documentation,90,47,10,[],JavaScript,,,input-output-hk,2021-09-27,2021-09-27,2021-06-04,16,5.431034482758621
356,iota,client,https://github.com/iotaledger/android-wallet-app,,,?,iotaledger/android-wallet-app,android-wallet-app,89,56,16,[],Java,,IOTA Android Wallet Application,iotaledger,2021-08-24,2018-05-31,2016-11-26,252,0.3525749858517261
140,ethereum,blockchain,https://github.com/ethereum/act,1.0,,,ethereum/act,act,89,14,10,[],Haskell,,Smart contract specification language,ethereum,2021-09-26,2021-08-27,2019-09-13,106,0.8351206434316354
289,stella,,https://github.com/stellar/docker-stellar-core,,,,stellar/docker-stellar-core,docker-stellar-core,89,57,26,"['stellar', 'docker', 'cryptocurrency', 'blockchain']",Python,https://github.com/stellar/stellar-core,Docker container definitions for stellar-core,stellar,2021-08-15,2021-03-23,2015-06-08,329,0.2703993055555556
265,eoc,blockchain,https://github.com/EOSIO/eosio-project-demux-example,,,,EOSIO/eosio-project-demux-example,eosio-project-demux-example,87,36,17,[],JavaScript,,Simple Blog DApp built with Demux and React for the EOSIO Blockchain,EOSIO,2021-08-17,2019-05-08,2018-07-18,166,0.521404109589041
10,ripple,blockchain,https://github.com/ripple/rippled-historical-database,,,,ripple/rippled-historical-database,rippled-historical-database,87,68,38,[],JavaScript,, SQL database as a canonical source of historical data,ripple,2021-05-12,2021-05-12,2014-07-24,374,0.2321768966831872
461,0xproject,?,https://github.com/0xProject/ZEIPs,,,? eth ?,0xProject/ZEIPs,ZEIPs,86,21,26,[],,,0x Improvement Proposals,0xProject,2021-09-16,2020-02-27,2017-04-24,231,0.3720642768850433
204,cardano,blockchain,https://github.com/input-output-hk/nix-tools,,,,input-output-hk/nix-tools,nix-tools,85,26,16,"['nix', 'haskell']",Haskell,,Translate Cabals Generic Package Description to a Nix expression,input-output-hk,2021-08-02,2021-08-02,2018-04-06,181,0.46813532651455547
95,ethereum,blockchain,https://github.com/ethereum/ens-registrar-dapp,1.0,,,ethereum/ens-registrar-dapp,ens-registrar-dapp,84,56,19,[],JavaScript,,Registrar DApp for the Ethereum Name Service,ethereum,2021-09-15,2018-02-21,2016-11-28,252,0.33314447592067986
157,chainlink,blockchain,https://github.com/smartcontractkit/LinkToken,,,,smartcontractkit/LinkToken,LinkToken,84,49,56,[],Solidity,https://chain.link,LINK Token Contracts for the Chainlink Network,smartcontractkit,2021-09-09,2021-08-25,2017-07-16,219,0.38306188925081436
446,cosmos,sdk,https://github.com/cosmos/ibc-go,,,,cosmos/ibc-go,ibc-go,84,35,19,[],Go,https://ibcprotocol.org/,Interblockchain communication protocol (IBC) implementation in Golang.,cosmos,2021-09-27,2021-09-27,2021-02-10,32,2.5565217391304347
8,ripple,blockchain,https://github.com/ripple/ripple-rest,,,,ripple/ripple-rest,ripple-rest,84,92,27,[],JavaScript,,A RESTful API for submitting payments and monitoring accounts on the Ripple Network,ripple,2021-04-13,2015-11-19,2014-02-05,398,0.21060171919770773
287,stella,,https://github.com/stellar/js-stellar-base,,,,stellar/js-stellar-base,js-stellar-base,84,124,27,"['stellar', 'blockchain', 'cryptocurrency', 'javascript']",JavaScript,https://stellar.github.io/js-stellar-base/,"The lowest-level stellar helper library. It consists of classes to read, write, hash, and sign Stellar xdr",stellar,2021-09-28,2021-09-28,2015-04-02,338,0.2479966258962463
208,cardano,blockchain,https://github.com/input-output-hk/cardano-cli,,,,input-output-hk/cardano-cli,cardano-cli,82,38,21,[],Rust,,Cardano Command Line Interface (CLI) (Deprecated),input-output-hk,2021-09-15,2021-01-11,2018-07-25,165,0.49440137812230833
195,cardano,blockchain,https://github.com/input-output-hk/ouroboros-high-assurance,,,,input-output-hk/ouroboros-high-assurance,ouroboros-high-assurance,81,14,22,"['ouroboros', 'cardano', 'cryptocurrency', 'blockchain', 'distributed-computing', 'formal-verification', 'formal-methods']",Isabelle,,High-assurance implementation of the Ouroboros protocol family,input-output-hk,2021-07-09,2021-06-14,2017-04-18,232,0.34913793103448276
145,ethereum,blockchain,https://github.com/ethereum/portal-network-specs,1.0,,,ethereum/portal-network-specs,portal-network-specs,80,33,27,[],,,Specifications for the Stateless Ethereum research effort,ethereum,2021-09-25,2021-09-24,2020-01-22,87,0.9105691056910569
364,iota,client,https://github.com/iotaledger/iota.legacy.rs,,,?,iotaledger/iota.legacy.rs,iota.legacy.rs,80,19,16,[],Rust,,IOTA implementation ( rust ),iotaledger,2021-06-26,2018-11-14,2017-06-14,223,0.3573707721761327
112,ethereum,blockchain,https://github.com/ethereum/moon-browser,1.0,,,ethereum/moon-browser,moon-browser,79,19,10,[],JavaScript,,A browser for decentralized applications,ethereum,2021-09-21,2018-03-06,2017-08-18,214,0.3681757656458056
42,ethereum,blockchain,https://github.com/ethereum/pyethsaletool,1.0,,,ethereum/pyethsaletool,pyethsaletool,78,128,28,[],Python,,,ethereum,2021-07-18,2015-07-27,2014-06-18,379,0.20534035351635954
330,tron,,https://github.com/tronprotocol/documentation-en,,,,tronprotocol/documentation-en,documentation-en,77,99,29,[],,,,tronprotocol,2021-09-26,2021-09-09,2019-05-17,123,0.623121387283237
432,cosmos,sdk,https://github.com/cosmos/mainnet,,,,cosmos/mainnet,mainnet,77,163,16,[],Go,,It's happening!,cosmos,2021-09-23,2021-07-23,2019-03-09,133,0.5770877944325482
135,ethereum,blockchain,https://github.com/ethereum/py-wasm,1.0,,,ethereum/py-wasm,py-wasm,76,13,12,"['python', 'wasm']",Python,,A python implementation of the web assembly interpreter,ethereum,2021-08-31,2019-03-05,2018-12-10,146,0.520039100684262
18,solana,blockchain,https://github.com/solana-labs/explorer,,,,solana-labs/explorer,explorer,76,72,26,[],TypeScript,https://explorer.solana.com,Explorer for Solana clusters,solana-labs,2021-09-17,2021-09-13,2020-03-13,80,0.9432624113475178
113,ethereum,blockchain,https://github.com/ethereum/snake-charmers-tactical-manual,1.0,,,ethereum/snake-charmers-tactical-manual,snake-charmers-tactical-manual,76,30,20,[],,http://python.ethereum.org/,Development *stuff* for the Snake Charmers EF team,ethereum,2021-08-24,2020-10-05,2017-09-18,210,0.3616587355540449
247,eoc,blockchain,https://github.com/EOSIO/chainbase,,,,EOSIO/chainbase,chainbase,76,74,41,[],C++,,Snapshot of Last Open Source version of Chainbase from Steem,EOSIO,2021-05-25,2020-03-06,2017-05-04,229,0.3308457711442786
221,cardano,blockchain,https://github.com/input-output-hk/shelley-testnet,,,,input-output-hk/shelley-testnet,shelley-testnet,73,31,37,[],,,Support triage for the Shelley testnet ,input-output-hk,2021-08-20,2019-12-14,2019-06-12,119,0.6090584028605482
144,ethereum,blockchain,https://github.com/ethereum/rig,1.0,,,ethereum/rig,rig,73,18,16,[],HTML,,Robust Incentives Group,ethereum,2021-09-25,2021-09-25,2020-01-09,89,0.8136942675159236
182,algorand,blockchain,https://github.com/algorand/algorand-wallet,,,,algorand/algorand-wallet,algorand-wallet,73,19,11,"['algorand', 'wallet', 'crypto', 'algorand-wallet', 'blockchain', 'ios', 'android', 'cryptocurrency']",Swift,https://algorandwallet.com,Source code for the official Algorand Wallet,algorand,2021-09-25,2021-09-16,2021-05-04,21,3.4761904761904763
479,0xproject,?,https://github.com/0xProject/protocol,,,? eth ?,0xProject/protocol,protocol,73,48,10,[],TypeScript,,,0xProject,2021-09-27,2021-09-16,2020-10-20,49,1.489795918367347
320,tron,,https://github.com/tronprotocol/tips,,,,tronprotocol/tips,tips,72,74,22,[],,,TRON Improvement Proposals,tronprotocol,2021-09-14,2021-09-14,2018-04-09,181,0.39747634069400634
459,dogecoin,,https://github.com/dogecoin/libdohj,,,,dogecoin/libdohj,libdohj,72,77,17,"['bitcoinj', 'altcoins', 'dogecoin', 'litecoin', 'namecoin']",Java,,Java library for adding altcoin support to bitcoinj,dogecoin,2021-09-24,2021-08-10,2015-04-11,337,0.21337849280270957
370,iota,client,https://github.com/iotaledger/mam.client.js,,,?,iotaledger/mam.client.js,mam.client.js,72,40,22,[],JavaScript,,Masked Authentication Messaging wrapper for Javascript (Browser and Node),iotaledger,2021-06-05,2019-11-22,2018-02-02,190,0.3778110944527736
194,cardano,blockchain,https://github.com/input-output-hk/react-polymorph,,,,input-output-hk/react-polymorph,react-polymorph,71,16,24,[],JavaScript,,"React components with highly customizable logic, markup and styles.",input-output-hk,2021-09-24,2021-05-05,2017-02-25,239,0.29653937947494036
428,cosmos,sdk,https://github.com/cosmos/testnets,,,,cosmos/testnets,testnets,71,112,29,[],TypeScript,,Cosmos Testnets,cosmos,2021-09-23,2021-01-22,2018-04-22,179,0.3960159362549801
58,ethereum,blockchain,https://github.com/ethereum/pyrlp,1.0,,,ethereum/pyrlp,pyrlp,70,58,18,[],Python,,The python RLP serialization library,ethereum,2021-09-20,2021-01-26,2015-03-12,341,0.2048494983277592
78,ethereum,blockchain,https://github.com/ethereum/ethereum-console,1.0,,,ethereum/ethereum-console,ethereum-console,70,44,14,[],JavaScript,,Commandline console for Ethereum nodes,ethereum,2021-08-29,2018-03-19,2016-03-01,291,0.24054982817869416
291,stella,,https://github.com/stellar/laboratory,,,,stellar/laboratory,laboratory,70,79,25,"['stellar', 'blockchain', 'cryptocurrency', 'react']",JavaScript,,,stellar,2021-09-22,2021-09-22,2015-10-13,311,0.22508038585209003
102,ethereum,blockchain,https://github.com/ethereum/py-trie,1.0,,,ethereum/py-trie,py-trie,69,36,14,[],Python,,Python library which implements the Ethereum Trie structure.,ethereum,2021-09-20,2021-05-18,2017-03-31,234,0.29415347137637027
6,ethereum,data,https://github.com/l2beat/l2beat,,,,l2beat/l2beat,l2beat,69,32,6,[],TypeScript,https://l2beat.com,,l2beat,2021-09-27,2021-09-27,2021-03-24,26,2.5691489361702127
150,ethereum,blockchain,https://github.com/ethereum/public-attacknets,1.0,,,ethereum/public-attacknets,public-attacknets,69,13,21,[],,,Public attacknets available for eth2,ethereum,2021-07-17,2020-11-13,2020-07-20,62,1.110344827586207
169,algorand,blockchain,https://github.com/algorand/libsodium,,,,algorand/libsodium,libsodium,68,24,14,[],C,https://libsodium.org,"A modern, portable, easy to use crypto library",algorand,2021-09-23,2019-01-25,2018-10-09,155,0.43870967741935485
368,iota,client,https://github.com/iotaledger/iota.flash.js,,,?,iotaledger/iota.flash.js,iota.flash.js,68,32,17,[],JavaScript,,,iotaledger,2021-02-08,2018-01-25,2017-08-16,214,0.31648936170212766
307,monero,,https://github.com/monero-project/urs,,,,monero-project/urs,urs,68,28,7,[],Go,,Unique Ring Signatures to sign messages anonymously,monero-project,2021-06-03,2015-08-15,2014-08-31,369,0.18413926499032882
256,eoc,blockchain,https://github.com/EOSIO/eosjs-keygen,,,,EOSIO/eosjs-keygen,eosjs-keygen,68,39,39,[],JavaScript,,Javascript keys generator for EOS,EOSIO,2021-09-09,2019-07-03,2017-11-13,202,0.3363957597173145
490,aave,?,https://github.com/aave/aave-js,,,,aave/aave-js,aave-js,67,34,10,[],TypeScript,,,aave,2021-09-21,2021-09-21,2019-02-14,136,0.49007314524555906
332,thor,,https://github.com/vechain/thorify,,,,vechain/thorify,thorify,67,40,22,"['vechain', 'thor', 'web3', 'smart', 'contracts', 'blockchain']",TypeScript,https://thorify.vecha.in/,A web3 adaptor for VeChain Thor RESTful HTTP API.,vechain,2021-09-28,2021-08-10,2018-04-25,178,0.3746006389776358
276,eoc,blockchain,https://github.com/EOSIO/eosio-reference-ios-authenticator-app,,,,EOSIO/eosio-reference-ios-authenticator-app,eosio-reference-ios-authenticator-app,67,25,27,[],Swift,,iOS reference app demonstrating inter-application transaction signing for EOSIO blockchain apps,EOSIO,2021-06-05,2019-07-01,2019-03-22,131,0.509229098805646
501,qtum,wallet,https://github.com/qtumproject/qtum-electrum,,,?,qtumproject/qtum-electrum,qtum-electrum,66,51,23,[],Python,,Lightweight Qtum Wallet,qtumproject,2021-08-09,2021-08-09,2017-09-04,212,0.3111111111111111
389,iota,client,https://github.com/iotaledger/chronicle.rs,,,?,iotaledger/chronicle.rs,chronicle.rs,66,10,10,[],Rust,,A framework for building IOTA permanodes,iotaledger,2021-09-27,2021-09-27,2019-09-04,107,0.6119205298013245
342,neo,,https://github.com/neo-project/neo-devpack-dotnet,,,,neo-project/neo-devpack-dotnet,neo-devpack-dotnet,66,87,39,['neo'],C#,,NEO Development Pack,neo-project,2021-09-28,2021-09-28,2016-12-28,247,0.26628242074927955
